Airline,Source,Destination,Total_Stops,DurHrs_Mins,D_Day,D_Month,D_Year,D_Hour,D_Minute,A_Hour,A_Minute,A_Day,A_Month,A_Year
IndiGo,Banglore,Delhi,0,170.0,4,6,2019,0,0,2,20,4,7,2019
IndiGo,Banglore,Delhi,0,175.0,5,3,2019,0,0,21,20,22,9,2026
IndiGo,Mumbai,Hyderabad,0,90.0,5,6,2019,0,0,13,30,22,9,2026
IndiGo,Delhi,Cochin,2,565.0,3,6,2019,0,0,21,20,22,9,2026
IndiGo,Banglore,Delhi,0,175.0,21,3,2019,0,0,22,55,22,9,2026
IndiGo,Chennai,Kolkata,0,140.0,5,9,2019,0,0,10,15,22,9,2026
IndiGo,Kolkata,Banglore,0,155.0,15,5,2019,0,0,7,15,22,9,2026
IndiGo,Delhi,Cochin,0,195.0,6,1,2019,0,0,8,50,22,9,2026
IndiGo,Kolkata,Banglore,0,155.0,6,1,2019,0,0,0,50,6,2,2019
IndiGo,Chennai,Kolkata,0,145.0,18,6,2019,0,0,14,0,22,9,2026
IndiGo,Banglore,Delhi,0,165.0,21,6,2019,0,0,8,50,22,9,2026
IndiGo,Mumbai,Hyderabad,0,90.0,3,3,2019,0,0,10,40,22,9,2026
IndiGo,Banglore,Delhi,0,175.0,4,9,2019,0,0,21,50,22,9,2026
IndiGo,Kolkata,Banglore,0,155.0,24,6,2019,0,0,7,15,22,9,2026
IndiGo,Banglore,Delhi,0,175.0,6,6,2019,0,0,10,5,22,9,2026
IndiGo,Kolkata,Banglore,0,160.0,24,4,2019,0,0,0,5,25,4,2019
IndiGo,Kolkata,Banglore,0,150.0,6,12,2019,0,0,16,55,22,9,2026
IndiGo,Banglore,Delhi,0,175.0,18,6,2019,0,0,21,20,22,9,2026
IndiGo,Chennai,Kolkata,0,145.0,24,6,2019,0,0,14,0,22,9,2026
IndiGo,Mumbai,Hyderabad,0,90.0,24,5,2019,0,0,7,55,22,9,2026
IndiGo,Chennai,Kolkata,0,140.0,6,1,2019,0,0,21,55,22,9,2026
IndiGo,Kolkata,Banglore,0,165.0,15,3,2019,0,0,0,55,16,3,2019
IndiGo,Banglore,Delhi,0,170.0,24,5,2019,0,0,11,20,22,9,2026
IndiGo,Chennai,Kolkata,0,140.0,27,5,2019,0,0,15,35,22,9,2026
IndiGo,Chennai,Kolkata,0,145.0,5,6,2019,0,0,7,40,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,4,9,2019,0,0,1,0,4,10,2019
IndiGo,Mumbai,Hyderabad,0,85.0,3,3,2019,0,0,20,30,22,9,2026
IndiGo,Banglore,Delhi,0,175.0,3,9,2019,0,0,10,5,22,9,2026
IndiGo,Banglore,Delhi,0,165.0,4,12,2019,0,0,4,15,22,9,2026
IndiGo,Delhi,Cochin,1,265.0,3,3,2019,0,0,12,0,22,9,2026
IndiGo,Banglore,Delhi,0,175.0,27,6,2019,0,0,21,20,22,9,2026
IndiGo,Kolkata,Banglore,1,300.0,5,12,2019,0,0,9,50,22,9,2026
IndiGo,Mumbai,Hyderabad,0,90.0,3,1,2019,0,0,18,25,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,15,5,2019,0,0,15,50,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,18,3,2019,0,0,1,10,19,3,2019
IndiGo,Chennai,Kolkata,0,145.0,5,1,2019,0,0,14,0,22,9,2026
IndiGo,Delhi,Cochin,1,300.0,4,3,2019,0,0,15,35,22,9,2026
IndiGo,Mumbai,Hyderabad,0,90.0,5,1,2019,0,0,10,40,22,9,2026
IndiGo,Delhi,Cochin,1,295.0,15,5,2019,0,0,10,5,22,9,2026
IndiGo,Chennai,Kolkata,0,140.0,3,6,2019,0,0,21,55,22,9,2026
IndiGo,Banglore,Delhi,0,180.0,5,3,2019,0,0,0,15,5,4,2019
IndiGo,Kolkata,Banglore,0,165.0,3,3,2019,0,0,12,55,22,9,2026
IndiGo,Delhi,Cochin,1,515.0,27,3,2019,0,0,16,10,22,9,2026
IndiGo,Banglore,Delhi,0,165.0,24,3,2019,0,0,3,25,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,27,5,2019,0,0,11,20,22,9,2026
IndiGo,Mumbai,Hyderabad,0,90.0,27,6,2019,0,0,22,50,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,3,9,2019,0,0,6,50,22,9,2026
IndiGo,Delhi,Cochin,1,860.0,6,6,2019,0,0,21,0,22,9,2026
IndiGo,Delhi,Cochin,1,295.0,6,12,2019,0,0,10,5,22,9,2026
IndiGo,Delhi,Cochin,1,965.0,18,5,2019,0,0,21,0,22,9,2026
IndiGo,Banglore,Delhi,0,180.0,6,3,2019,0,0,0,15,6,4,2019
IndiGo,Banglore,Delhi,0,170.0,3,3,2019,0,0,1,10,3,7,2019
IndiGo,Chennai,Kolkata,0,140.0,27,3,2019,0,0,7,35,22,9,2026
IndiGo,Delhi,Cochin,0,195.0,21,6,2019,0,0,8,50,22,9,2026
IndiGo,Banglore,Delhi,0,175.0,27,5,2019,0,0,3,25,22,9,2026
IndiGo,Delhi,Cochin,1,665.0,15,6,2019,0,0,16,10,22,9,2026
IndiGo,Banglore,Delhi,0,175.0,6,3,2019,0,0,21,20,22,9,2026
IndiGo,Delhi,Cochin,1,845.0,27,5,2019,0,0,1,30,28,5,2019
IndiGo,Mumbai,Hyderabad,0,90.0,24,6,2019,0,0,20,35,22,9,2026
IndiGo,Delhi,Cochin,0,195.0,5,9,2019,0,0,8,50,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,24,4,2019,0,0,1,0,25,4,2019
IndiGo,Chennai,Kolkata,0,140.0,18,6,2019,0,0,10,15,22,9,2026
IndiGo,Kolkata,Banglore,0,155.0,24,6,2019,0,0,22,55,22,9,2026
IndiGo,Kolkata,Banglore,0,155.0,27,6,2019,0,0,19,50,22,9,2026
IndiGo,Banglore,Delhi,0,165.0,27,4,2019,0,0,4,15,22,9,2026
IndiGo,Chennai,Kolkata,0,140.0,3,6,2019,0,0,0,25,3,7,2019
IndiGo,Delhi,Cochin,1,345.0,5,9,2019,0,0,3,35,5,10,2019
IndiGo,Delhi,Cochin,0,195.0,18,3,2019,0,0,0,20,19,3,2019
IndiGo,Delhi,Cochin,1,975.0,21,3,2019,0,0,21,0,22,9,2026
IndiGo,Delhi,Cochin,1,705.0,6,1,2019,0,0,21,0,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,24,3,2019,0,0,13,0,22,9,2026
IndiGo,Delhi,Cochin,1,345.0,15,6,2019,0,0,3,35,16,6,2019
IndiGo,Kolkata,Banglore,1,265.0,21,5,2019,0,0,23,45,22,9,2026
IndiGo,Chennai,Kolkata,0,140.0,3,9,2019,0,0,7,35,22,9,2026
IndiGo,Delhi,Cochin,1,480.0,27,5,2019,0,0,1,30,28,5,2019
IndiGo,Kolkata,Banglore,2,335.0,21,5,2019,0,0,12,10,22,9,2026
IndiGo,Delhi,Cochin,0,195.0,5,12,2019,0,0,8,50,22,9,2026
IndiGo,Mumbai,Hyderabad,0,85.0,3,3,2019,0,0,22,45,22,9,2026
IndiGo,Mumbai,Hyderabad,0,90.0,27,3,2019,0,0,10,40,22,9,2026
IndiGo,Kolkata,Banglore,0,150.0,4,6,2019,0,0,16,55,22,9,2026
IndiGo,Kolkata,Banglore,0,155.0,6,9,2019,0,0,0,50,6,10,2019
IndiGo,Mumbai,Hyderabad,0,90.0,5,1,2019,0,0,20,35,22,9,2026
IndiGo,Chennai,Kolkata,0,140.0,5,6,2019,0,0,0,25,5,7,2019
IndiGo,Kolkata,Banglore,0,160.0,3,6,2019,0,0,23,5,22,9,2026
IndiGo,Kolkata,Banglore,0,155.0,5,6,2019,0,0,14,5,22,9,2026
IndiGo,Delhi,Cochin,1,810.0,6,3,2019,0,0,21,0,22,9,2026
IndiGo,Chennai,Kolkata,0,140.0,6,3,2019,0,0,10,15,22,9,2026
IndiGo,Kolkata,Banglore,1,320.0,6,9,2019,0,0,20,30,22,9,2026
IndiGo,Banglore,Delhi,0,175.0,6,6,2019,0,0,21,50,22,9,2026
IndiGo,Delhi,Cochin,1,325.0,6,1,2019,0,0,7,25,22,9,2026
IndiGo,Mumbai,Hyderabad,0,90.0,24,6,2019,0,0,7,55,22,9,2026
IndiGo,Mumbai,Hyderabad,0,90.0,5,12,2019,0,0,10,40,22,9,2026
IndiGo,Delhi,Cochin,1,305.0,18,5,2019,0,0,1,30,19,5,2019
IndiGo,Chennai,Kolkata,0,145.0,15,6,2019,0,0,14,0,22,9,2026
IndiGo,Delhi,Cochin,1,490.0,6,6,2019,0,0,22,30,22,9,2026
IndiGo,Kolkata,Banglore,0,155.0,27,5,2019,0,0,0,50,28,5,2019
IndiGo,Kolkata,Banglore,0,155.0,5,3,2019,0,0,22,55,22,9,2026
IndiGo,Delhi,Cochin,1,380.0,27,5,2019,0,0,22,30,22,9,2026
IndiGo,Chennai,Kolkata,0,140.0,21,5,2019,0,0,15,35,22,9,2026
IndiGo,Delhi,Cochin,1,575.0,15,5,2019,0,0,21,0,22,9,2026
IndiGo,Mumbai,Hyderabad,0,90.0,5,6,2019,0,0,10,40,22,9,2026
IndiGo,Banglore,Delhi,1,290.0,3,1,2019,0,0,12,20,22,9,2026
IndiGo,Kolkata,Banglore,1,240.0,6,12,2019,0,0,10,20,22,9,2026
IndiGo,Kolkata,Banglore,0,150.0,18,6,2019,0,0,16,55,22,9,2026
IndiGo,Delhi,Cochin,0,195.0,18,6,2019,0,0,8,50,22,9,2026
IndiGo,Banglore,Delhi,0,165.0,24,5,2019,0,0,4,15,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,24,3,2019,0,0,6,50,22,9,2026
IndiGo,Kolkata,Banglore,1,290.0,15,5,2019,0,0,20,5,22,9,2026
IndiGo,Kolkata,Banglore,0,160.0,3,1,2019,0,0,19,55,22,9,2026
IndiGo,Banglore,Delhi,0,180.0,4,12,2019,0,0,0,15,13,4,2019
IndiGo,Kolkata,Banglore,0,155.0,6,6,2019,0,0,14,5,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,6,1,2019,0,0,13,20,22,9,2026
IndiGo,Delhi,Cochin,1,265.0,3,9,2019,0,0,12,0,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,15,5,2019,0,0,1,0,16,5,2019
IndiGo,Banglore,Delhi,0,165.0,5,3,2019,0,0,4,15,22,9,2026
IndiGo,Chennai,Kolkata,0,140.0,27,6,2019,0,0,21,55,22,9,2026
IndiGo,Chennai,Kolkata,0,140.0,6,3,2019,0,0,17,5,22,9,2026
IndiGo,Kolkata,Banglore,0,155.0,4,9,2019,0,0,7,15,22,9,2026
IndiGo,Kolkata,Banglore,0,160.0,3,12,2019,0,0,23,5,22,9,2026
IndiGo,Delhi,Cochin,1,895.0,4,9,2019,0,0,1,30,4,10,2019
IndiGo,Banglore,Delhi,0,175.0,3,3,2019,0,0,22,55,22,9,2026
IndiGo,Kolkata,Banglore,1,265.0,5,12,2019,0,0,23,45,22,9,2026
IndiGo,Delhi,Cochin,1,290.0,6,9,2019,0,0,20,0,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,4,9,2019,0,0,11,20,22,9,2026
IndiGo,Kolkata,Banglore,0,155.0,18,3,2019,0,0,17,55,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,18,6,2019,0,0,1,0,19,6,2019
IndiGo,Kolkata,Banglore,0,155.0,5,12,2019,0,0,19,50,22,9,2026
IndiGo,Delhi,Cochin,1,275.0,4,6,2019,0,0,12,10,22,9,2026
IndiGo,Kolkata,Banglore,0,165.0,4,1,2019,0,0,12,20,22,9,2026
IndiGo,Delhi,Cochin,1,490.0,18,5,2019,0,0,22,30,22,9,2026
IndiGo,Delhi,Cochin,1,275.0,24,4,2019,0,0,12,10,22,9,2026
IndiGo,Mumbai,Hyderabad,0,95.0,18,6,2019,0,0,21,40,22,9,2026
IndiGo,Mumbai,Hyderabad,0,90.0,3,6,2019,0,0,18,25,22,9,2026
IndiGo,Delhi,Cochin,1,345.0,27,5,2019,0,0,7,45,22,9,2026
IndiGo,Kolkata,Banglore,1,320.0,24,5,2019,0,0,20,30,22,9,2026
IndiGo,Delhi,Cochin,1,630.0,6,1,2019,0,0,1,30,6,2,2019
IndiGo,Kolkata,Banglore,0,155.0,27,3,2019,0,0,17,55,22,9,2026
IndiGo,Kolkata,Banglore,1,315.0,5,12,2019,0,0,2,15,13,5,2019
IndiGo,Mumbai,Hyderabad,0,90.0,6,3,2019,0,0,10,40,22,9,2026
IndiGo,Kolkata,Banglore,0,165.0,5,6,2019,0,0,12,20,22,9,2026
IndiGo,Delhi,Cochin,1,320.0,21,3,2019,0,0,12,0,22,9,2026
IndiGo,Delhi,Cochin,0,195.0,21,5,2019,0,0,17,40,22,9,2026
IndiGo,Kolkata,Banglore,1,265.0,4,3,2019,0,0,23,45,22,9,2026
IndiGo,Kolkata,Banglore,1,290.0,18,5,2019,0,0,13,0,22,9,2026
IndiGo,Delhi,Cochin,0,195.0,6,9,2019,0,0,8,50,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,5,6,2019,0,0,13,0,22,9,2026
IndiGo,Delhi,Cochin,1,630.0,5,9,2019,0,0,1,30,5,10,2019
IndiGo,Kolkata,Banglore,0,155.0,21,4,2019,0,0,18,5,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,21,3,2019,0,0,6,50,22,9,2026
IndiGo,Banglore,Delhi,0,180.0,4,9,2019,0,0,0,15,4,10,2019
IndiGo,Delhi,Cochin,1,750.0,15,5,2019,0,0,21,0,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,4,3,2019,0,0,1,0,4,4,2019
IndiGo,Banglore,Delhi,0,175.0,4,9,2019,0,0,21,20,22,9,2026
IndiGo,Delhi,Cochin,1,305.0,27,5,2019,0,0,1,30,28,5,2019
IndiGo,Banglore,Delhi,0,170.0,3,3,2019,0,0,6,50,22,9,2026
IndiGo,Mumbai,Hyderabad,0,90.0,15,5,2019,0,0,13,30,22,9,2026
IndiGo,Kolkata,Banglore,0,150.0,4,12,2019,0,0,16,55,22,9,2026
IndiGo,Banglore,Delhi,0,175.0,24,3,2019,0,0,22,55,22,9,2026
IndiGo,Delhi,Cochin,1,825.0,21,3,2019,0,0,22,20,22,9,2026
IndiGo,Kolkata,Banglore,0,155.0,15,6,2019,0,0,0,50,16,6,2019
IndiGo,Delhi,Cochin,1,560.0,15,5,2019,0,0,16,10,22,9,2026
IndiGo,Delhi,Cochin,1,635.0,6,3,2019,0,0,22,30,22,9,2026
IndiGo,Kolkata,Banglore,1,325.0,15,5,2019,0,0,23,30,22,9,2026
IndiGo,Delhi,Cochin,1,305.0,4,3,2019,0,0,1,30,4,4,2019
IndiGo,Banglore,Delhi,0,175.0,4,12,2019,0,0,10,5,22,9,2026
IndiGo,Kolkata,Banglore,0,155.0,4,3,2019,0,0,7,15,22,9,2026
IndiGo,Delhi,Cochin,0,195.0,3,3,2019,0,0,0,20,3,4,2019
IndiGo,Banglore,Delhi,0,165.0,27,5,2019,0,0,8,50,22,9,2026
IndiGo,Kolkata,Banglore,0,160.0,24,3,2019,0,0,23,5,22,9,2026
IndiGo,Kolkata,Banglore,0,155.0,5,3,2019,0,0,19,50,22,9,2026
IndiGo,Delhi,Cochin,1,885.0,21,3,2019,0,0,22,20,22,9,2026
IndiGo,Delhi,Cochin,1,455.0,18,5,2019,0,0,16,10,22,9,2026
IndiGo,Delhi,Cochin,1,425.0,5,9,2019,0,0,12,10,22,9,2026
IndiGo,Chennai,Kolkata,0,140.0,5,6,2019,0,0,10,15,22,9,2026
IndiGo,Delhi,Cochin,1,345.0,24,6,2019,0,0,7,45,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,3,9,2019,0,0,2,20,13,3,2019
IndiGo,Banglore,Delhi,0,170.0,21,5,2019,0,0,13,0,22,9,2026
IndiGo,Kolkata,Banglore,0,165.0,18,3,2019,0,0,12,20,22,9,2026
IndiGo,Delhi,Cochin,1,380.0,18,5,2019,0,0,22,30,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,15,6,2019,0,0,13,0,22,9,2026
IndiGo,Kolkata,Banglore,1,265.0,6,12,2019,0,0,23,45,22,9,2026
IndiGo,Mumbai,Hyderabad,0,90.0,24,3,2019,0,0,4,0,22,9,2026
IndiGo,Delhi,Cochin,1,575.0,5,9,2019,0,0,21,0,22,9,2026
IndiGo,Delhi,Cochin,1,305.0,24,6,2019,0,0,1,30,25,6,2019
IndiGo,Mumbai,Hyderabad,0,90.0,21,5,2019,0,0,10,40,22,9,2026
IndiGo,Delhi,Cochin,1,515.0,15,4,2019,0,0,16,10,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,5,3,2019,0,0,11,20,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,5,1,2019,0,0,11,20,22,9,2026
IndiGo,Delhi,Cochin,0,195.0,27,5,2019,0,0,17,40,22,9,2026
IndiGo,Banglore,Delhi,0,175.0,3,3,2019,0,0,0,15,3,4,2019
IndiGo,Delhi,Cochin,1,325.0,27,4,2019,0,0,7,25,22,9,2026
IndiGo,Kolkata,Banglore,1,305.0,24,3,2019,0,0,20,15,22,9,2026
IndiGo,Delhi,Cochin,1,630.0,6,6,2019,0,0,1,30,6,7,2019
IndiGo,Delhi,Cochin,0,185.0,15,3,2019,0,0,17,35,22,9,2026
IndiGo,Delhi,Cochin,1,490.0,27,6,2019,0,0,22,30,22,9,2026
IndiGo,Chennai,Kolkata,0,140.0,15,6,2019,0,0,10,15,22,9,2026
IndiGo,Chennai,Kolkata,0,140.0,6,6,2019,0,0,15,35,22,9,2026
IndiGo,Delhi,Cochin,1,320.0,15,6,2019,0,0,22,25,22,9,2026
IndiGo,Kolkata,Banglore,0,165.0,15,5,2019,0,0,12,20,22,9,2026
IndiGo,Delhi,Cochin,1,895.0,15,6,2019,0,0,22,30,22,9,2026
IndiGo,Chennai,Kolkata,0,135.0,15,3,2019,0,0,15,35,22,9,2026
IndiGo,Chennai,Kolkata,0,135.0,3,6,2019,0,0,15,35,22,9,2026
IndiGo,Chennai,Kolkata,0,140.0,21,3,2019,0,0,10,15,22,9,2026
IndiGo,Chennai,Kolkata,0,140.0,3,9,2019,0,0,0,25,3,10,2019
IndiGo,Banglore,Delhi,0,180.0,4,9,2019,0,0,19,55,22,9,2026
IndiGo,Delhi,Cochin,1,570.0,3,3,2019,0,0,16,10,22,9,2026
IndiGo,Mumbai,Hyderabad,0,90.0,21,5,2019,0,0,7,55,22,9,2026
IndiGo,Kolkata,Banglore,0,160.0,18,6,2019,0,0,0,5,19,6,2019
IndiGo,Mumbai,Hyderabad,0,90.0,18,6,2019,0,0,10,45,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,21,6,2019,0,0,15,50,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,3,3,2019,0,0,15,50,22,9,2026
IndiGo,Delhi,Cochin,1,300.0,21,3,2019,0,0,21,0,22,9,2026
IndiGo,Banglore,Delhi,0,175.0,15,3,2019,0,0,21,20,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,27,6,2019,0,0,2,20,28,6,2019
IndiGo,Banglore,Delhi,0,175.0,4,3,2019,0,0,10,5,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,15,6,2019,0,0,15,50,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,18,4,2019,0,0,2,20,19,4,2019
IndiGo,Delhi,Cochin,1,560.0,27,4,2019,0,0,16,10,22,9,2026
IndiGo,Kolkata,Banglore,0,155.0,3,6,2019,0,0,17,45,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,15,3,2019,0,0,13,0,22,9,2026
IndiGo,Mumbai,Hyderabad,0,90.0,18,5,2019,0,0,20,35,22,9,2026
IndiGo,Chennai,Kolkata,0,145.0,18,3,2019,0,0,14,0,22,9,2026
IndiGo,Kolkata,Banglore,1,280.0,4,1,2019,0,0,22,15,22,9,2026
IndiGo,Banglore,Delhi,0,165.0,5,12,2019,0,0,8,50,22,9,2026
IndiGo,Delhi,Cochin,1,560.0,5,9,2019,0,0,16,10,22,9,2026
IndiGo,Kolkata,Banglore,0,155.0,3,6,2019,0,0,16,55,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,15,5,2019,0,0,22,50,22,9,2026
IndiGo,Delhi,Cochin,1,500.0,15,5,2019,0,0,1,30,16,5,2019
IndiGo,Delhi,Cochin,1,665.0,18,5,2019,0,0,16,10,22,9,2026
IndiGo,Kolkata,Banglore,0,155.0,5,1,2019,0,0,7,15,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,15,3,2019,0,0,6,50,22,9,2026
IndiGo,Chennai,Kolkata,0,140.0,5,3,2019,0,0,17,5,22,9,2026
IndiGo,Mumbai,Hyderabad,0,90.0,21,5,2019,0,0,4,5,22,9,2026
IndiGo,Delhi,Cochin,1,295.0,21,4,2019,0,0,10,5,22,9,2026
IndiGo,Kolkata,Banglore,0,165.0,27,3,2019,0,0,12,20,22,9,2026
IndiGo,Delhi,Cochin,1,345.0,5,1,2019,0,0,3,35,5,2,2019
IndiGo,Kolkata,Banglore,1,280.0,5,6,2019,0,0,22,15,22,9,2026
IndiGo,Mumbai,Hyderabad,0,90.0,18,3,2019,0,0,18,25,22,9,2026
IndiGo,Chennai,Kolkata,0,140.0,18,5,2019,0,0,0,25,19,5,2019
IndiGo,Kolkata,Banglore,0,155.0,21,3,2019,0,0,17,45,22,9,2026
IndiGo,Kolkata,Banglore,0,170.0,24,3,2019,0,0,8,20,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,15,6,2019,0,0,6,50,22,9,2026
IndiGo,Mumbai,Hyderabad,0,90.0,5,12,2019,0,0,18,25,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,6,6,2019,0,0,22,50,22,9,2026
IndiGo,Mumbai,Hyderabad,0,90.0,15,6,2019,0,0,18,25,22,9,2026
IndiGo,Kolkata,Banglore,0,165.0,24,4,2019,0,0,12,20,22,9,2026
IndiGo,Mumbai,Hyderabad,0,90.0,15,5,2019,0,0,10,40,22,9,2026
IndiGo,Kolkata,Banglore,0,165.0,6,9,2019,0,0,12,20,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,3,9,2019,0,0,6,50,22,9,2026
IndiGo,Chennai,Kolkata,0,140.0,6,9,2019,0,0,10,15,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,4,3,2019,0,0,22,50,22,9,2026
IndiGo,Banglore,Delhi,0,170.0,21,3,2019,0,0,15,50,22,9,2026
IndiGo,Delhi,Cochin,1,845.0,21,3,2019,0,0,1,35,22,3,2019
